income,married,kids,nonwhite,female,education,urban,ability
14935.56,1,2,0,0,7,0,43
573539.77,0,2,0,1,14,0,49
13478.72,1,0,1,0,7,1,17
433591.32,1,4,0,0,11,1,42
10554.23,1,0,1,1,6,1,17
139998.66,1,2,1,1,12,1,20
119857.26,0,0,0,1,13,1,13
184505.58,1,1,1,0,13,1,63
89276.06,0,0,0,0,11,0,44
61242.64,1,1,0,0,12,1,38
58079.54,0,0,1,1,12,0,59
102365.09,0,2,0,1,13,0,46
22021.04,0,0,1,0,10,0,28
12497.17,1,0,0,0,6,0,67
711719.02,0,0,0,1,14,0,80
84127.27,0,0,1,0,11,1,22
38740.67,0,0,0,1,12,0,1
64021.36,0,0,0,0,11,0,62
129333.97,1,2,1,0,12,1,97
19511.63,1,0,1,0,10,1,45
84041.65,1,0,1,0,12,1,37
32535.99,0,2,0,0,7,0,23
648073.32,0,2,0,0,13,1,2
10569.6,1,2,1,1,6,1,33
19863.69,1,0,1,1,9,0,75
10792.87,1,1,0,1,6,0,22
560342.38,1,0,1,1,12,0,64
12053.13,1,0,1,0,6,0,37
66396.85,1,0,0,0,12,1,15
83217.27,1,0,1,1,12,0,14
10044.09,1,4,1,0,2,1,60
21310.14,1,0,0,0,10,0,10
20061.6,1,2,1,1,9,1,52
92976.09,0,1,1,0,12,1,6
48409.06,0,0,1,1,12,0,52
35983.11,0,1,1,1,11,1,45
45865.41,1,2,0,1,10,1,97
23527,0,0,1,1,10,0,26
11096.87,1,2,1,1,6,0,40
32082.89,1,0,1,0,8,0,47
51990.6,0,0,0,0,11,1,7
276695.1,0,0,0,1,15,1,25
10190.16,1,0,1,0,2,1,62
25277.88,0,0,1,0,8,1,24
17933.08,0,2,1,1,9,0,64
11169.48,0,0,1,1,6,0,49
10717.01,1,2,1,0,5,0,0
10866.41,0,2,1,0,6,1,0
39673.38,0,0,1,0,10,0,39
151283.5,0,0,0,0,12,1,41
147182.58,1,0,1,1,11,1,60
783028.03,1,0,0,0,14,0,70
105876.9,1,2,1,1,12,0,88
10730.14,1,4,1,1,6,1,52
138754.7,1,2,0,1,12,1,74
49183.57,0,1,1,1,7,0,45
11334.96,0,0,1,1,7,1,30
10326.63,0,3,1,0,5,0,11
120349.52,1,0,0,0,13,1,3
40630.99,1,0,1,1,12,1,84
10686.03,0,1,0,0,5,0,58
52707.79,1,1,0,1,8,0,1
12786.18,1,3,0,1,8,1,63
11708.23,1,0,1,0,6,0,26
420946.93,0,0,1,1,15,1,92
16307.16,0,0,1,1,10,0,62
15076.71,1,0,1,1,9,0,25
10213.95,1,0,1,1,4,1,32
15306.7,0,0,0,0,9,0,45
22047.26,0,0,1,1,9,0,33
513076.35,0,0,1,1,16,0,86
31130.37,0,0,0,1,11,1,31
146072.13,0,0,1,0,12,0,80
10747.63,1,0,1,0,4,0,20
56640.16,0,2,1,1,12,0,79
12246.09,0,0,1,1,6,0,30
23957.73,0,0,0,0,10,1,9
55829.74,0,1,1,1,12,1,68
13712.74,0,0,0,1,8,0,58
11703.99,1,2,1,1,7,1,42
18442.18,1,0,1,0,9,1,24
66517.15,0,2,1,1,12,1,15
11731.14,0,2,0,0,5,1,28
10242.35,1,4,1,0,4,1,33
24538.13,1,3,0,0,10,1,85
65929.92,0,2,0,1,12,0,82
11453.38,0,1,1,1,7,1,24
115151.62,1,0,1,0,12,1,96
40502.08,1,1,0,0,11,0,3
193347.52,1,3,0,1,14,0,79
14339.8,0,0,0,0,8,0,14
29523.77,1,0,1,1,11,0,0
11080.08,0,0,1,0,6,0,61
34047.08,0,0,0,1,12,1,22
22986.18,0,0,1,1,11,0,83
399087.39,0,0,1,0,14,1,96
14060.72,1,0,1,1,8,1,16
39563.04,1,0,1,1,12,0,32
52023.45,1,0,0,1,11,1,90
10148.74,1,0,1,1,3,1,60
12013.09,1,3,1,0,6,0,13
11054.48,0,4,1,0,6,1,28
151457.79,1,4,0,1,14,1,83
42807.2,1,0,0,1,12,1,28
73551.22,0,2,1,1,12,0,25
14594.31,0,0,1,0,8,0,82
11946.37,1,0,0,0,7,1,10
126754.82,1,1,1,1,13,1,96
10947.07,0,0,1,0,4,0,43
15959,0,0,1,0,8,0,58
10096.07,1,0,0,0,3,0,13
13597.86,0,0,1,0,7,1,39
129792.57,0,0,0,1,14,0,58
47473.82,1,0,0,1,11,0,36
49948.83,1,0,1,1,11,0,51
10922.33,1,2,0,1,6,1,28
245329.87,0,1,1,0,12,1,74
11997.34,0,0,1,0,6,0,43
107033.51,1,0,1,0,10,1,57
14439.48,1,0,1,1,9,0,31
10024.46,1,0,1,1,1,1,65
84009.94,0,0,0,1,13,0,36
14761.84,0,0,1,0,8,0,22
11774.1,0,2,1,0,6,1,53
76433.46,0,0,0,1,12,0,49
12969.25,0,0,1,0,7,0,40
33677.92,0,0,1,0,10,0,27
15910.92,0,3,1,0,8,1,54
12281.91,0,0,0,1,6,0,9
56290.36,1,0,0,1,12,0,52
59511.28,1,0,1,1,12,0,74
130265.63,0,2,0,1,13,0,5
104966.12,1,0,1,1,14,0,14
21015.42,0,0,1,0,10,1,60
26763.72,1,1,1,1,10,1,9
10870.06,1,0,1,1,7,1,8
24189.12,0,1,1,0,8,0,3
58544.54,0,0,1,1,12,1,87
27233.05,0,2,0,1,11,0,2
36223.64,1,0,0,0,9,1,6
31337.25,1,0,1,1,11,1,99
15950.71,0,2,1,1,8,0,19
37173.17,0,3,1,0,10,0,93
10754.47,1,0,1,1,4,1,67
142711.55,1,2,1,1,14,0,44
10648.22,1,1,1,0,4,0,8
646874.22,1,3,1,0,13,1,3
15960.64,0,2,1,0,6,1,31
15475.08,0,1,1,1,10,0,41
386071.4,0,0,0,1,12,1,26
80051.94,1,0,0,1,12,0,86
59926.25,1,4,0,0,12,1,32
10271.55,1,0,1,1,5,0,23
12425.9,0,1,0,0,6,1,30
13989.2,1,1,0,0,8,1,19
23585.17,1,0,0,0,10,0,50
36621.1,1,0,1,0,8,0,8
10310.77,1,0,1,1,2,0,1
82238.32,1,0,0,1,12,1,6
500176.07,0,0,0,1,16,0,41
17723.95,1,0,0,0,8,1,59
34592.9,0,1,1,1,11,0,37
10492.34,1,0,1,0,1,1,43
93670.45,0,3,1,1,13,1,43
11874.91,0,2,0,0,7,1,2
104167.05,0,2,0,1,14,1,32
17518.17,1,1,0,0,8,1,66
12950.62,1,0,1,0,6,1,93
24646.29,1,0,0,0,10,0,73
286803.31,0,0,0,1,15,0,79
18236.36,1,0,1,0,9,0,31
141533.4,1,0,0,1,13,1,33
893190.12,1,0,0,0,15,0,41
38116.73,0,2,1,1,12,1,87
66595.16,1,0,1,0,11,0,31
16814.79,0,0,0,1,9,0,67
49440.84,0,2,1,1,10,1,96
13844.43,1,0,1,1,6,0,35
26840.47,0,2,0,0,10,1,0
19121.17,1,1,1,1,9,1,85
66433.68,0,0,0,0,11,1,28
20384.16,0,0,1,0,10,0,52
32216.04,0,0,0,1,12,1,4
476309.32,0,2,0,1,16,0,97
416703.17,0,2,1,1,16,1,59
10125.6,1,0,1,0,3,1,93
330373.63,1,0,1,0,14,1,38
13021.91,1,0,1,1,7,1,62
23149.99,0,0,0,1,9,0,14
63413.47,0,1,1,1,11,0,63
12673.26,1,2,1,1,9,0,28
101939.46,0,0,0,0,12,1,24
12061.57,1,0,0,0,7,1,57
879722.82,1,3,0,0,15,1,63
10606.82,1,0,1,0,4,0,89
10713.03,0,0,1,1,4,1,43
547683.11,1,2,0,1,16,0,65
64562.34,0,0,1,0,12,0,68
101370.98,0,4,1,0,12,0,84
12565.35,0,0,1,1,8,1,37
11716.13,1,0,1,1,6,1,41
18110.31,1,0,1,1,10,1,66
64815.02,0,3,1,1,13,0,12
37116.86,0,0,1,1,11,0,3
11562.38,0,1,1,0,7,0,51
10095.27,0,0,1,0,3,0,37
26731.55,1,0,1,0,8,0,66
33576.28,1,0,1,1,11,1,86
52067.75,1,1,0,1,13,0,30
91372.55,1,1,0,1,13,1,9
20176.67,1,0,0,0,10,0,3
18920.56,0,0,0,1,9,0,0
10936.71,0,1,0,0,6,0,62
62895.99,1,2,0,0,10,0,94
10122.28,0,2,1,0,3,1,61
258401.64,0,0,1,0,12,0,87
133636.57,1,3,0,0,12,0,99
29206.67,1,0,0,0,10,0,70
21250.79,1,0,1,1,10,1,28
10332.3,0,0,1,1,3,1,66
587196.52,1,4,0,0,14,1,80
10113.15,0,0,1,0,3,1,24
18064.23,1,1,0,0,8,0,40
13596.45,0,0,1,0,5,0,64
15606.66,0,0,1,0,8,0,47
97664.47,1,0,1,0,12,1,75
68337.46,0,0,1,0,12,1,13
16809.87,1,3,1,1,8,1,30
46635.58,0,3,0,1,12,1,85
13029.41,0,0,1,0,8,0,24
12732.17,1,0,1,0,5,0,17
159742.92,1,0,0,0,13,0,46
11326.51,1,2,1,0,7,0,45
372452.59,0,0,1,0,9,0,5
53687.76,1,0,1,1,13,0,19
72466.07,1,0,0,1,13,1,66
19931.37,0,0,1,0,8,0,42
16418.12,0,0,0,1,10,0,48
10708.79,0,1,0,0,5,1,65
11977.03,1,0,1,1,8,0,30
13039.63,0,3,0,1,8,0,22
12596.19,0,4,1,1,8,1,31
293569.79,1,0,1,1,13,1,84
17915.25,0,0,1,0,7,1,36
16657.97,1,1,0,0,8,0,92
117213.97,0,0,1,0,12,0,56
10970.53,0,2,1,0,5,0,61
113385.02,1,1,1,1,9,1,60
13578.42,0,0,0,1,8,1,34
13061.66,0,0,1,0,8,1,60
47838.84,0,1,0,1,9,0,37
365463.02,1,2,1,0,11,1,26
158625.59,1,4,0,0,12,0,83
77760.84,0,1,0,1,12,0,26
53173.24,1,2,0,1,12,1,18
21016.98,0,1,1,1,9,0,37
43374.54,1,0,1,1,10,0,54
49908.92,1,0,0,0,10,1,45
27814.11,0,0,1,1,11,0,20
75792.22,0,2,1,1,12,1,44
402177.49,0,3,1,1,13,0,63
10554.8,0,0,1,0,4,1,92
116129.86,0,2,1,0,12,1,65
40412.83,1,1,0,0,10,1,10
404199.95,0,3,1,1,16,1,11
14074.14,1,0,0,1,8,0,54
10831.24,0,1,1,1,6,1,24
53204.36,0,0,0,1,11,0,26
17637.34,0,0,1,1,10,0,12
101852.18,1,1,1,1,12,0,3
521211.64,0,0,0,1,12,0,81
56735.5,1,0,1,1,12,1,17
518343.46,1,3,0,0,15,0,43
99659.03,0,0,1,1,13,0,81
157247.96,0,1,1,1,13,0,79
10739.51,0,0,1,1,6,1,4
263905.49,0,0,1,0,8,1,25
131444.3,1,0,1,0,12,1,17
31425.95,1,1,0,0,10,1,0
561221.94,1,0,0,1,15,1,66
10347.61,1,0,1,0,5,0,49
10046.68,1,4,1,0,2,1,6
11928.67,1,2,1,1,8,1,41
76221.51,1,0,1,1,11,0,22
90589.59,1,0,1,1,13,1,95
670972.53,1,0,1,0,13,1,17
40922.15,1,0,1,1,12,0,67
71831.79,0,3,1,0,11,1,98
192292.09,0,0,0,1,12,1,47
87848.38,0,0,1,1,12,1,97
10059.04,0,0,1,0,1,1,11
86320.96,0,1,1,1,12,1,60
89610.47,1,3,0,1,10,0,65
70335.99,0,0,0,1,12,0,94
37726.94,0,0,1,1,11,0,86
10599.83,1,3,0,1,6,0,40
17785.82,1,0,1,0,10,1,9
10688.36,0,3,1,0,5,0,38
12005.3,0,0,1,1,6,0,33
205551.02,0,0,1,1,15,0,78
67613.71,0,0,0,0,10,1,47
75170.28,1,4,1,1,12,1,9
152187.3,0,0,1,1,11,0,22
84657.62,0,4,0,0,12,0,69
11337.59,0,0,1,0,6,0,1
749433.47,1,0,1,0,15,1,4
112894,1,0,0,1,14,0,13
92724.65,0,0,0,1,11,0,61
17706.29,1,1,1,0,6,1,15
23184.91,1,4,0,0,7,1,63
24377.73,0,1,1,0,10,1,15
15680.81,1,2,0,1,9,1,68
35427.55,0,3,1,1,11,0,83
18681.23,0,0,1,1,10,1,2
63204.91,1,0,0,1,12,1,62
93692.74,0,0,1,1,13,0,73
14852.93,1,0,1,0,8,1,83
57415.51,0,0,0,0,12,0,40
15170.25,0,0,1,1,7,1,73
51458.3,1,0,0,0,10,1,22
255293.65,1,1,1,0,12,0,81
18987.35,0,0,1,1,8,1,7
49067.85,0,0,0,1,12,1,56
10310.44,0,2,1,1,5,1,67
41671.34,1,3,0,1,11,1,59
74884.22,1,0,0,1,13,0,68
10503.45,0,2,0,1,4,0,35
11597.47,1,2,1,1,6,0,20
459497.86,0,0,1,0,13,1,77
10151.96,1,2,1,0,3,0,46
22481.31,0,3,1,0,8,0,92
17442.36,1,2,1,1,9,0,88
428672.08,0,1,0,1,16,0,62
82639.44,1,2,0,0,12,1,84
22739.33,0,0,0,0,8,1,4
239677.22,1,0,1,1,15,0,89
42662.61,0,1,1,1,11,0,25
171660.79,0,0,1,0,12,1,74
12494.01,0,0,1,1,9,1,2
10995.59,0,0,1,0,6,1,36
63013.97,1,0,1,0,10,1,36
12455.46,1,0,1,1,8,1,22
923862.69,0,0,1,0,15,1,92
17397.41,1,1,1,1,7,0,52
153843.67,1,0,0,0,13,1,44
59097.32,1,3,1,0,10,1,41
425893.49,0,0,0,1,14,0,39
19808.48,1,0,1,1,10,0,41
717690.69,0,2,1,1,12,1,23
10050.25,1,2,1,1,2,1,35
565672.62,0,2,0,0,14,1,7
33095.71,1,1,1,1,11,1,84
10881.58,1,2,1,0,6,0,12
97803.36,1,0,1,0,9,0,76
10453.86,0,0,1,0,4,1,61
32031.52,0,0,1,1,8,1,58
220895.38,0,0,0,0,12,1,91
10206.53,1,0,1,0,4,0,33
59470.37,1,0,1,0,12,0,71
10022.52,0,0,1,0,1,0,2
113974.66,0,0,1,0,12,1,61
15801.33,0,1,1,0,8,1,48
15323.65,0,1,0,1,9,1,89
156183.24,0,0,1,0,13,1,30
15003.45,0,0,1,0,7,1,80
10118.31,0,0,1,0,3,1,14
47619.67,0,0,1,1,13,1,19
136825.17,0,1,1,1,13,0,98
443456.04,0,1,0,0,13,1,76
63817.61,1,0,1,0,11,0,72
12274.29,0,1,0,0,7,0,4
16987.29,0,0,0,0,8,1,24
21995.45,0,1,1,0,10,0,69
197062.52,0,0,0,1,14,1,11
52758.32,0,1,0,0,10,0,59
514838.09,0,0,1,1,16,0,2
12247.48,0,0,1,1,7,1,25
15784.03,1,0,0,1,7,0,20
10541.85,0,2,1,1,2,0,30
120448.87,0,0,1,0,12,0,24
14182.74,1,0,1,1,9,0,47
16279.24,1,0,0,1,9,1,61
12578.83,1,1,0,1,6,0,41
10624.73,0,2,1,0,6,1,39
27723.92,1,4,1,0,11,1,15
79096.48,0,0,0,0,10,0,42
14114.42,0,2,0,1,8,1,27
17366.13,1,2,1,0,6,1,23
36806.23,0,4,1,0,10,1,25
13038.8,0,1,1,0,7,0,45
215131.92,0,2,0,0,12,1,44
20689.84,1,3,1,0,9,0,50
115876.27,1,0,1,0,10,1,97
14006.04,1,0,0,1,7,0,30
592328.24,0,4,1,0,14,1,49
152981.51,0,0,1,0,12,1,89
65849.55,1,0,0,1,12,1,45
18435.38,0,0,1,0,8,1,39
178396.89,0,0,0,1,13,1,17
358876.78,0,0,0,0,14,1,82
13125.66,0,0,1,1,9,0,10
10832.63,1,4,1,0,4,1,7
10587.81,0,0,0,1,6,1,44
147569.2,0,0,0,0,12,1,22
144453.89,0,0,1,1,12,0,64
32207.73,1,2,1,1,9,0,66
25903.51,1,1,1,1,11,0,90
40507.43,1,1,1,1,6,1,72
99499.27,0,0,1,1,14,0,82
150119.18,1,1,0,0,12,0,1
11426.76,1,0,1,0,7,1,13
248531.65,1,0,0,1,14,1,48
146307.23,0,0,0,1,12,0,29
23181.51,1,0,1,1,10,1,49
52258.68,1,0,0,1,12,1,19
235343.64,0,0,1,0,12,1,28
10539.93,0,0,1,1,5,0,45
552343.59,1,1,1,1,16,1,80
10140.71,1,0,1,0,3,1,10
14301.73,0,2,1,0,8,0,60
27278.31,0,2,0,1,10,0,87
718268.82,1,0,0,1,16,0,96
12443.44,1,0,0,1,8,1,54
38762.89,0,0,0,1,12,1,81
293368.63,1,1,1,1,15,0,38
21506.19,1,0,1,1,10,1,70
11808.07,1,1,0,0,6,0,42
17129.24,1,0,1,1,9,0,69
48376.7,0,3,1,0,11,0,67
55618.18,1,0,1,1,10,1,84
115896.33,0,2,1,0,9,1,92
10628.82,0,3,1,0,2,1,64
160015.69,1,1,1,0,14,0,16
281148.23,1,2,1,1,12,0,22
79869.29,1,0,0,0,11,1,63
81578.08,1,0,1,0,10,1,99
17633.54,0,2,1,1,10,1,12
756062.18,1,2,0,0,13,0,40
689515.31,1,2,1,0,14,1,72
62638.62,0,1,0,1,13,0,74
16357,0,0,1,0,8,1,23
12039.99,1,0,0,0,6,1,48
16559.66,1,0,0,0,8,0,42
48808.25,1,0,1,1,12,0,43
61129.18,0,0,1,1,13,1,35
74759.9,0,0,1,0,11,1,2
30040.03,1,0,0,0,9,0,36
10299.31,0,2,1,1,4,1,27
10026.37,0,0,1,0,1,0,26
70155.32,0,1,1,1,11,1,48
21625.62,1,1,1,1,6,1,58
11206.06,0,1,1,1,7,1,39
10602.34,0,0,0,0,5,0,29
122618.78,0,2,1,0,13,0,9
247986.03,0,1,1,1,15,1,90
410052.51,0,2,1,0,14,0,3
297052.21,1,0,1,0,12,0,85
10326.09,1,1,0,0,4,0,40
136366.07,0,0,0,1,12,1,43
110580.52,0,0,1,1,12,1,87
17996.11,0,0,1,1,9,0,66
13219.13,0,2,1,1,9,1,41
18539.97,1,2,0,1,9,0,23
41988.99,0,2,0,1,12,0,67
584026.08,0,3,0,0,12,0,83
41495.26,0,0,0,1,12,0,9
30027.01,0,1,0,1,10,1,98
10533.09,0,3,1,0,4,1,95
178034.48,1,0,0,1,12,0,69
25028.97,0,3,1,1,11,0,95
19964.48,0,0,1,0,8,0,53
38908.89,0,1,1,0,10,1,36
159619.12,1,2,0,1,14,0,29
12590.34,0,2,1,1,6,0,59
18039.68,1,0,1,0,9,1,87
14890.35,0,2,1,0,8,1,75
573801.07,1,0,0,0,12,0,16
21098.34,0,2,1,0,9,1,52
13143.68,0,0,1,0,6,0,44
14080.96,1,0,1,0,7,1,0
18448.08,0,4,0,0,7,0,50
10461.72,0,1,0,0,5,0,57
29835.07,1,0,0,1,11,0,47
274218.71,1,2,0,1,13,1,97
20072.41,0,0,0,0,7,0,55
12016.19,0,1,0,0,6,0,18
327038.71,0,4,1,1,10,1,24
10175.32,1,2,1,1,4,1,60
40845.33,0,2,1,0,10,1,5
10087.82,0,0,1,1,3,0,15
10301.99,0,2,1,0,3,1,57
10148.71,0,2,1,1,4,1,55
29051.79,1,1,0,1,8,0,40
25481.71,0,0,1,0,10,0,63
55608.59,1,0,0,0,9,1,68
10446.12,0,0,1,1,5,0,6
10499.77,0,0,1,1,3,1,18
10146.46,0,2,1,0,4,0,29
16659.82,1,0,1,1,9,1,10
10683.6,0,0,1,0,6,1,40
24321.42,1,0,1,1,11,1,90
10972.57,0,0,0,1,6,1,49
40817,0,0,0,1,12,1,49
50092.94,0,3,0,0,11,1,57
31604.25,0,2,1,1,12,1,5
59359.83,1,0,1,1,11,0,85
51300.97,0,2,1,1,12,0,25
250206.11,0,4,1,0,13,1,83
899382.68,1,1,1,1,17,0,77
19270.78,0,0,1,1,7,0,14
123075.51,1,1,1,0,10,0,69
152971.42,0,2,1,0,8,1,27
58897.58,0,0,0,0,12,1,20
17659.17,1,2,1,0,9,1,12
17216.22,1,2,0,1,9,1,32
100333.29,1,1,1,1,12,1,51
107834.03,0,0,0,0,10,1,65
45479.05,0,1,0,1,12,1,48
203813.5,1,0,1,1,13,1,95
10616.17,1,0,0,0,3,0,1
20600.21,0,2,1,0,8,1,59
74265.25,0,0,0,0,10,0,56
41459.49,0,0,1,1,11,1,22
430282.81,1,0,0,1,13,0,5
50783.45,0,0,0,0,9,0,15
93013.53,0,3,1,1,13,1,37
10120.85,1,2,0,1,2,0,37
10660.14,0,0,1,1,6,1,11
907850.74,0,0,0,0,14,0,85
38462.01,0,2,1,0,11,1,60
234150.89,0,0,1,0,12,0,30
82585.59,0,0,0,0,11,0,20
262795.74,1,0,1,0,14,0,70
344457.38,1,1,0,0,14,0,44
30793.84,0,2,0,0,10,1,63
126386.41,0,0,0,1,12,0,65
170885.9,0,1,1,0,12,0,91
747909.59,0,0,1,1,13,0,92
21009.41,1,2,0,1,10,1,78
224813.31,1,2,1,0,12,1,17
42368.78,0,0,1,1,10,0,54
70956.27,1,0,0,0,12,1,54
39466.89,1,3,1,1,10,1,19
316580.52,0,0,1,1,14,0,94
46808.13,1,0,0,0,9,0,54
64060.16,1,2,1,1,13,1,32
13326.09,0,1,1,0,7,1,99
206645.21,1,0,0,0,13,0,19
19554.13,0,0,0,1,10,1,21
299596.87,1,0,1,0,13,1,85
43907.99,1,0,1,1,12,1,3
78050.57,0,4,0,0,11,1,16
13099.71,1,0,1,0,6,0,46
187406.32,1,0,0,1,15,1,42
60415.38,1,2,0,0,11,1,83
18291,1,0,1,1,9,1,0
11785.78,0,0,1,1,7,0,33
38885.26,1,0,0,0,11,0,62
12700.51,0,2,1,1,5,1,49
23222.57,1,0,1,0,9,1,29
12110.4,1,0,1,0,7,0,65
15137.59,1,0,1,0,8,0,42
460291.22,0,1,0,1,14,0,68
249516.64,1,2,0,1,14,0,5
70680.39,1,1,1,1,13,1,18
12944.47,0,3,1,1,8,0,52
117539.72,0,0,1,0,13,0,63
16342.43,0,2,0,1,9,0,86
13000.82,1,2,1,0,7,0,49
13774.69,1,0,1,1,7,0,60
619732.17,0,0,0,1,16,0,92
204942.96,1,0,0,1,14,0,24
12165.93,0,0,1,1,6,0,28
15918.25,1,1,0,0,8,1,8
210924.7,1,0,0,0,11,1,55
66220.52,0,0,1,1,13,0,56
64718.82,0,0,0,1,12,1,14
10215.23,0,2,1,0,2,1,10
152310.86,1,0,1,1,14,1,74
489832.37,1,0,1,1,16,1,90
11396.52,0,0,1,1,7,1,54
13912.49,0,2,1,1,9,1,15
12121.36,1,1,1,0,7,0,29
79943.81,0,2,0,1,10,1,69
11747.36,0,0,0,1,6,1,10
58917.32,1,2,1,1,11,1,66
10901.61,1,0,0,1,7,1,19
10925.96,1,0,1,1,6,1,53
54927.63,0,2,1,0,12,1,45
146849.79,1,2,0,0,12,0,55
35842.45,1,4,0,0,11,1,0
14891.33,1,0,0,0,8,1,96
758167.11,1,0,1,1,16,0,62
796493.84,0,2,1,0,13,1,69
13659.25,0,2,1,1,7,0,9
84880.84,0,0,1,0,12,0,86
71422.42,1,1,1,1,12,0,40
117650.67,1,0,1,0,12,0,59
92866.99,0,0,1,0,12,1,54
21206.37,0,1,1,0,7,0,1
148621.39,0,1,1,0,13,1,74
189395.35,1,1,0,1,12,0,39
103745.51,0,0,0,1,13,0,59
31225.45,1,0,1,0,9,0,65
23868.56,1,0,0,0,9,1,2
10080.1,0,4,0,1,3,1,65
10450.11,1,2,0,0,4,1,13
13538.51,1,3,1,1,9,0,18
183399.75,1,0,1,1,12,1,34
246390.71,0,0,0,1,13,0,7
52884.55,1,0,0,1,9,0,46
117532.17,1,0,0,1,13,0,87
113083.35,0,0,1,0,12,1,20
50428.05,0,0,0,1,12,1,62
77600.9,1,2,0,1,11,0,38
10333.27,0,0,1,1,5,0,1
31036.89,0,0,0,0,9,1,68
10826.19,0,2,1,0,6,0,63
16980.98,0,1,1,1,10,1,34
16232.34,1,0,0,0,7,0,1
12809.68,1,0,0,1,6,1,39
878063.09,0,1,0,0,13,0,1
11238.13,1,0,0,1,5,1,9
122805.53,0,4,0,0,12,0,34
74073.81,1,0,0,0,9,1,42
91484.95,1,3,0,1,12,1,36
12093.97,1,0,1,1,6,0,38
28146.02,0,0,1,1,11,1,69
166019.91,0,0,0,1,11,1,57
13803.96,1,0,1,1,8,0,57
48059.59,1,0,0,1,10,1,37
10230.74,1,0,1,1,4,0,32
131772.37,0,3,1,0,11,1,92
901065.32,0,0,1,0,15,0,99
485676.66,1,3,0,1,12,0,41
35060.98,1,0,0,1,11,0,15
10147.39,0,0,1,0,3,0,52
230143.33,0,0,0,0,13,1,81
10673.07,1,2,1,0,6,0,60
246423.98,1,2,0,1,13,0,92
69056.38,0,0,0,1,13,1,50
10656.26,1,0,1,1,6,1,11
25981.25,0,2,0,1,9,0,39
49413.85,0,0,0,0,11,0,43
56641.29,0,0,1,0,10,0,65
357043.57,0,0,1,1,14,1,33
88480.42,1,0,0,1,12,0,45
13677.99,1,3,1,1,9,1,83
11197.96,0,0,1,0,7,0,0
414536.52,0,1,0,1,12,0,26
32647.59,0,1,1,1,9,0,63
10173.83,1,0,1,1,4,1,4
13700.64,1,0,1,1,7,0,53
379397.58,1,2,0,0,14,1,19
511173.06,0,1,1,0,14,0,74
60684.04,0,0,1,1,12,1,12
13507.82,1,0,0,1,6,1,21
26960.92,1,1,1,0,8,0,64
150920.68,1,1,1,1,13,0,72
10485.96,1,1,1,1,5,1,36
194161.88,1,0,1,1,12,0,39
10201.48,1,2,1,0,3,0,55
107924.98,0,0,1,0,12,1,31
10740.96,0,1,1,0,6,0,20
13924.24,1,0,1,0,6,1,2
10126.7,1,0,1,0,3,1,68
11330.79,1,3,1,0,5,1,20
183107.78,1,4,1,1,12,1,37
15311.18,1,4,0,0,9,1,16
10644.5,1,0,1,0,5,0,5
12873.36,0,0,1,0,6,0,73
58522.33,0,1,0,0,9,0,47
372899.7,1,0,0,1,14,0,61
556475.58,1,0,0,0,15,1,7
11459.92,1,0,0,0,6,0,57
16805.76,0,1,0,1,9,1,66
86517.38,0,4,0,1,12,0,50
12366.92,0,2,0,1,8,0,20
26897.25,0,0,1,0,10,0,16
11409.65,0,0,1,0,7,0,1
951230.8,0,0,0,1,17,1,92
13861.92,1,3,1,1,7,1,47
51243.02,0,3,0,1,12,0,93
46440.24,1,0,1,0,11,1,79
497793.31,0,0,1,0,15,0,90
913672.88,1,2,0,1,14,0,41
54765.5,1,0,1,1,13,0,61
488607.61,0,1,0,0,10,1,14
20601.99,1,1,1,1,9,0,4
17520.71,0,1,1,1,9,0,34
46404.43,0,0,0,0,10,0,30
126222.43,0,2,1,0,12,0,96
205394.32,0,1,1,1,14,1,95
10585.87,1,0,1,0,6,1,36
509463.86,1,2,1,1,16,1,87
10251.43,0,0,1,0,4,1,57
109013.64,1,0,1,1,12,0,32
15528.36,0,0,1,0,7,0,23
45600.3,1,0,1,1,12,1,34
510054.99,0,1,0,0,12,1,61
122946.86,1,0,1,0,12,1,49
103166.19,0,4,0,1,12,1,85
29080.93,0,0,1,1,11,1,61
10115.04,0,3,1,1,3,0,26
61764.07,1,0,1,0,12,1,13
10297.12,1,3,0,1,4,1,13
610212.19,1,0,1,0,13,1,77
10442.77,0,0,1,0,3,1,19
143467.2,1,1,0,1,14,1,37
292117.73,0,0,0,1,14,1,34
38873.8,0,1,1,0,10,1,29
38707.21,0,1,1,1,12,1,61
10732.5,1,0,1,1,4,1,53
99992.08,1,1,0,0,12,1,46
12294.73,1,0,1,0,7,0,6
130605.15,0,0,1,1,12,0,31
22159.75,1,0,1,0,7,1,24
74539.1,0,4,0,1,13,1,96
69203.4,1,0,1,1,11,1,16
16648.25,1,0,1,1,8,1,9
307261.12,1,0,1,0,12,0,89
170960.14,0,2,1,0,12,0,24
13364.69,0,0,0,0,8,1,27
63679.57,0,2,1,1,11,0,66
68180.62,1,0,0,1,12,0,99
184400.83,1,0,1,0,13,0,23
41031.16,0,0,0,1,12,0,4
62294.41,0,0,0,0,10,1,95
11112.04,1,0,1,1,6,0,25
145075.63,0,0,1,0,12,1,86
11409.81,0,0,1,0,6,0,49
112101.58,0,0,1,0,12,0,47
15152.24,0,2,1,0,7,1,41
629806.05,1,0,0,0,14,1,11
11884.28,0,0,1,1,7,0,4
54058.93,0,0,0,1,12,0,44
